sig_id
1488
1542
1578
122
1110
1056
834
463
674
1120
1481
1660
725
1012
430
978
1598
437
1144
884
1868
755
810
1268
13
83
1316
926
872
1084
1466
1627
1475
1155
745
1294
374
847
908
164
1378
1467
916
252
1046
1256
134
1461
23
933
271
1015
1380
265
282
240
169
330
361
1002
544
318
529
1933
1059
1016
747
1254
1161
1494
1382
1556
1034
2566
297
217
803
300
309
893
447
1373
1552
611
1115
1097
1275
1420
34
1047
671
77
668
568
461
545
862
858
1654
746
735
14
68
454
936
1545
865
1369
496
225
844
931
1019
636
220
495
1594
250
84
