Year,State,Burden Rate,Income per Capita,Taxes Paid to Own State Per Capita,Taxes Paid to Other States Per Capita,Total Taxes Paid Per Capita
2004,Maine,0.11,31836.66,2673.13,851.37,3524.50
2004,Maryland,0.11,42127.83,3300.72,1187.80,4488.52
2004,Massachusetts,0.11,43751.16,3406.07,1189.22,4595.29
2004,Michigan,0.10,32871.98,2461.11,758.32,3219.43
2004,Minnesota,0.10,37424.13,2837.25,919.15,3756.40
2004,Mississippi,0.09,24352.64,1551.43,608.40,2159.83
2004,Missouri,0.09,31419.86,2115.16,839.41,2954.57
2004,Montana,0.09,28303.03,1774.02,884.28,2658.30
2004,Nebraska,0.10,33494.73,2512.68,909.81,3422.49
2004,Nevada,0.08,38690.68,1915.60,1216.80,3132.40
2004,New Hampshire,0.08,39333.35,1781.32,1306.79,3088.11
2004,New Jersey,0.12,44665.71,3729.06,1444.59,5173.65
2004,New Mexico,0.09,27711.02,1632.39,726.21,2358.60
2004,New York,0.12,39763.97,3978.17,949.25,4927.42
2004,North Carolina,0.10,30579.06,2296.51,766.33,3062.84
2004,North Dakota,0.09,29682.76,1849.28,839.53,2688.81
2004,Ohio,0.11,32054.77,2632.47,730.77,3363.24
2004,Oklahoma,0.09,28791.97,1935.54,747.70,2683.24
2004,Oregon,0.10,32340.96,2474.30,863.99,3338.29
2004,Pennsylvania,0.11,34515.22,2725.46,889.31,3614.77
2004,Rhode Island,0.11,36332.84,3017.89,1123.89,4141.78
2004,South Carolina,0.09,28048.21,1803.51,738.80,2542.31
2004,South Dakota,0.07,32478.52,1382.13,957.69,2339.82
2004,Tennessee,0.08,30958.07,1563.88,749.22,2313.10
2004,Texas,0.08,32027.78,1863.95,684.90,2548.85
2004,Utah,0.10,28491.08,2142.32,793.74,2936.06
2004,Vermont,0.10,34001.81,2429.07,1046.40,3475.47
2004,Virginia,0.10,38483.08,2721.10,1049.95,3771.05
2004,Washington,0.10,38154.47,2648.52,982.62,3631.14
2004,West Virginia,0.10,25024.54,1833.43,630.53,2463.96
2004,Wisconsin,0.11,34278.94,2954.16,838.36,3792.52
2004,Wyoming,0.07,37069.37,1176.57,1321.32,2497.89
2003,Alabama,0.09,26478.60,1604.17,722.13,2326.30
2003,Alaska,0.05,34044.27,904.03,823.25,1727.28
2003,Arizona,0.09,29036.03,1902.45,793.53,2695.98
2003,Arkansas,0.10,24631.68,1703.77,643.29,2347.06
2003,California,0.10,35711.74,2929.60,788.97,3718.57
2003,Colorado,0.09,36617.81,2301.04,979.87,3280.91
2003,Connecticut,0.12,45603.05,3691.99,1539.51,5231.50
2003,Delaware,0.09,35553.94,1977.67,1136.74,3114.41
2003,District of Columbia,0.11,42473.85,3286.97,1417.86,4704.83
2003,Florida,0.09,32565.22,2057.24,899.04,2956.28
2003,Georgia,0.09,30823.47,2044.32,781.34,2825.66
2003,Hawaii,0.10,31931.54,2415.17,784.76,3199.93
2003,Idaho,0.10,27548.40,1931.94,820.73,2752.67
2003,Illinois,0.10,35599.25,2560.69,898.17,3458.86
2003,Indiana,0.09,29425.20,1877.90,742.44,2620.34
2003,Iowa,0.10,29152.77,1963.35,798.45,2761.80
2003,Kansas,0.10,30476.39,2147.12,914.55,3061.67
2003,Kentucky,0.10,26182.61,1984.90,671.91,2656.81
2003,Louisiana,0.09,25469.67,1629.11,626.27,2255.38
2003,Maine,0.11,29970.79,2584.07,810.80,3394.87
2003,Maryland,0.11,39163.13,3083.59,1115.95,4199.54
2003,Massachusetts,0.10,40925.01,3072.07,1125.33,4197.40
2003,Michigan,0.10,31399.09,2352.85,729.18,3082.03
2003,Minnesota,0.10,35283.10,2659.82,871.94,3531.76
2003,Mississippi,0.09,23060.55,1497.29,596.09,2093.38
2003,Missouri,0.09,29740.72,2004.23,806.14,2810.37
2003,Montana,0.09,26182.93,1597.79,829.36,2427.15
2003,Nebraska,0.10,31456.74,2372.80,881.69,3254.49
2003,Nevada,0.08,34914.13,1718.97,1095.52,2814.49
2003,New Hampshire,0.08,36993.24,1727.77,1228.95,2956.72
2003,New Jersey,0.12,42116.14,3465.35,1358.69,4824.04
2003,New Mexico,0.09,26468.03,1772.44,702.40,2474.84
2003,New York,0.12,37009.02,3685.77,870.55,4556.32
2003,North Carolina,0.10,28907.55,2147.89,724.78,2872.67
2003,North Dakota,0.09,27525.67,1774.89,805.72,2580.61
2003,Ohio,0.10,30671.96,2483.97,712.41,3196.38
2003,Oklahoma,0.09,27116.59,1811.07,714.60,2525.67
2003,Oregon,0.10,30365.87,2307.42,817.16,3124.58
2003,Pennsylvania,0.10,32526.37,2517.80,851.18,3368.98
2003,Rhode Island,0.11,33946.83,2789.62,1058.93,3848.55
2003,South Carolina,0.09,26665.94,1716.52,712.01,2428.53
2003,South Dakota,0.08,29687.09,1353.27,897.18,2250.45
2003,Tennessee,0.07,29158.34,1422.33,714.03,2136.36
2003,Texas,0.08,30552.91,1762.33,658.78,2421.11
2003,Utah,0.10,27228.61,2051.22,768.01,2819.23
2003,Vermont,0.10,31558.72,2276.23,971.34,3247.57
2003,Virginia,0.10,35934.54,2545.98,999.54,3545.52
2003,Washington,0.09,35854.01,2400.73,929.93,3330.66
2003,West Virginia,0.10,24017.69,1728.61,621.01,2349.62
2003,Wisconsin,0.11,32557.85,2813.26,809.97,3623.23
2003,Wyoming,0.07,33815.49,1097.10,1208.56,2305.66
2002,Alabama,0.09,25838.29,1615.77,680.01,2295.78
2002,Alaska,0.05,33208.33,899.65,760.06,1659.71
2002,Arizona,0.09,28612.56,1861.41,734.02,2595.43
2002,Arkansas,0.10,23908.23,1711.88,596.20,2308.08
2002,California,0.10,35125.52,2910.79,749.92,3660.71
2002,Colorado,0.09,36806.36,2339.09,939.76,3278.85
2002,Connecticut,0.11,45887.72,3581.57,1513.88,5095.45
2002,Delaware,0.08,34957.17,1779.59,1082.00,2861.59
2002,District of Columbia,0.11,41397.46,3309.30,1326.77,4636.07
2002,Florida,0.09,32035.20,1966.25,854.16,2820.41
2002,Georgia,0.09,30576.01,2080.61,739.04,2819.65
2002,Hawaii,0.10,30818.12,2357.02,732.02,3089.04
2002,Idaho,0.10,26853.15,1903.34,764.38,2667.72
2002,Illinois,0.10,35208.76,2532.11,856.67,3388.78
2002,Indiana,0.09,28882.49,1748.99,706.59,2455.58
2002,Iowa,0.10,28559.58,1950.29,760.29,2710.58
2002,Kansas,0.10,29925.75,2022.65,875.60,2898.25
2002,Kentucky,0.10,25831.16,1933.13,643.82,2576.95
2002,Louisiana,0.09,25046.24,1575.30,595.91,2171.21
2002,Maine,0.11,29159.03,2520.01,757.83,3277.84
2002,Maryland,0.11,38244.23,3045.82,1053.37,4099.19
2002,Massachusetts,0.10,40924.37,2978.62,1090.29,4068.91
2002,Michigan,0.10,30869.96,2262.54,686.62,2949.16
2002,Minnesota,0.10,34396.25,2618.35,813.44,3431.79
2002,Mississippi,0.09,22560.95,1458.55,567.65,2026.20
2002,Missouri,0.09,29114.24,1984.24,761.61,2745.85
2002,Montana,0.09,25260.72,1528.68,752.96,2281.64
2002,Nebraska,0.10,30271.56,2181.88,823.09,3004.97
2002,Nevada,0.08,34199.02,1623.97,998.14,2622.11
2002,New Hampshire,0.08,36847.94,1683.56,1199.57,2883.13
2002,New Jersey,0.11,41885.69,3359.81,1326.95,4686.76
2002,New Mexico,0.09,26610.73,1786.60,696.00,2482.60
2002,New York,0.12,37081.40,3520.91,848.83,4369.74
2002,North Carolina,0.10,28723.72,2131.68,691.94,2823.62
2002,North Dakota,0.09,26079.89,1715.23,738.04,2453.27
2002,Ohio,0.10,30075.37,2442.37,674.52,3116.89
2002,Oklahoma,0.10,26741.61,1859.68,680.54,2540.22
2002,Oregon,0.10,29908.72,2137.79,767.67,2905.46
2002,Pennsylvania,0.10,31830.74,2394.19,804.33,3198.52
2002,Rhode Island,0.11,32741.18,2649.72,994.68,3644.40
2002,South Carolina,0.09,26179.06,1651.46,680.60,2332.06
2002,South Dakota,0.07,28315.27,1272.80,831.18,2103.98
2002,Tennessee,0.07,28582.72,1326.02,680.26,2006.28
2002,Texas,0.08,30552.97,1740.05,626.91,2366.96
2002,Utah,0.10,27075.62,2045.62,722.48,2768.10
2002,Vermont,0.10,30887.80,2207.61,917.10,3124.71
2002,Virginia,0.10,34929.50,2491.23,925.93,3417.16
2002,Washington,0.09,35273.79,2356.81,863.49,3220.30
2002,West Virginia,0.10,23495.80,1682.97,584.92,2267.89
2002,Wisconsin,0.11,31867.90,2726.01,768.13,3494.14
2002,Wyoming,0.07,33156.76,1099.77,1126.33,2226.10
2001,Alabama,0.09,25849.83,1643.32,670.52,2313.84
2001,Alaska,0.05,33061.94,860.03,754.86,1614.89
2001,Arizona,0.09,29167.84,1818.92,722.26,2541.18
2001,Arkansas,0.09,23868.16,1631.59,588.03,2219.62
2001,California,0.11,37018.66,3206.51,791.73,3998.24
2001,Colorado,0.09,38563.82,2418.03,962.31,3380.34
2001,Connecticut,0.11,47965.87,3685.81,1566.03,5251.84
2001,Delaware,0.08,34520.78,1771.17,1069.68,2840.85
2001,District of Columbia,0.11,42796.43,3368.06,1346.35,4714.41
2001,Florida,0.08,32820.62,1906.75,849.96,2756.71
2001,Georgia,0.09,30990.63,2149.55,742.90,2892.45
2001,Hawaii,0.10,31118.41,2391.69,721.42,3113.11
2001,Idaho,0.10,27397.52,2061.88,768.19,2830.07
2001,Illinois,0.09,36091.66,2483.62,872.41,3356.03
2001,Indiana,0.08,29361.19,1718.81,708.91,2427.72
2001,Iowa,0.09,28614.28,1930.38,753.46,2683.84
2001,Kansas,0.10,30235.61,2003.70,875.41,2879.11
2001,Kentucky,0.10,25956.22,1878.43,641.11,2519.54
2001,Louisiana,0.09,24697.77,1520.73,587.44,2108.17
2001,Maine,0.11,29327.77,2459.95,763.09,3223.04
2001,Maryland,0.10,38520.42,2974.75,1045.45,4020.20
2001,Massachusetts,0.10,43435.71,3219.48,1158.97,4378.45
2001,Michigan,0.10,31826.43,2311.44,705.99,3017.43
2001,Minnesota,0.10,35142.58,2682.53,822.34,3504.87
2001,Mississippi,0.09,22415.93,1451.81,558.24,2010.05
2001,Missouri,0.09,29436.23,1976.71,765.43,2742.14
2001,Montana,0.09,25325.59,1495.48,731.60,2227.08
2001,Nebraska,0.10,30640.63,2128.90,819.20,2948.10
2001,Nevada,0.07,35541.43,1558.24,980.67,2538.91
2001,New Hampshire,0.08,38402.16,1607.96,1304.61,2912.57
2001,New Jersey,0.11,43009.97,3381.60,1353.39,4734.99
2001,New Mexico,0.09,25942.51,1753.86,669.23,2423.09
2001,New York,0.12,38350.90,3526.18,883.22,4409.40
2001,North Carolina,0.10,29385.60,2115.57,703.19,2818.76
2001,North Dakota,0.09,26446.53,1683.58,728.18,2411.76
2001,Ohio,0.10,30361.89,2367.22,677.32,3044.54
2001,Oklahoma,0.09,26480.53,1819.27,665.17,2484.44
2001,Oregon,0.10,30940.76,2278.96,778.42,3057.38
2001,Pennsylvania,0.10,32195.85,2357.04,806.62,3163.66
2001,Rhode Island,0.11,33000.32,2675.16,1025.86,3701.02
2001,South Carolina,0.09,26490.55,1694.31,678.19,2372.50
2001,South Dakota,0.07,28658.04,1260.94,814.61,2075.55
2001,Tennessee,0.07,28907.37,1317.89,686.03,2003.92
2001,Texas,0.07,31258.12,1675.76,644.21,2319.97
2001,Utah,0.10,27334.35,2070.52,712.89,2783.41
2001,Vermont,0.10,31206.01,2260.97,917.17,3178.14
2001,Virginia,0.10,35395.78,2512.65,917.65,3430.30
2001,Washington,0.09,36650.99,2307.00,885.80,3192.80
2001,West Virginia,0.10,22942.31,1618.07,574.29,2192.36
2001,Wisconsin,0.11,32006.38,2677.07,769.20,3446.27
2001,Wyoming,0.06,33463.63,1003.36,1116.53,2119.89
2000,Alabama,0.09,25250.56,1547.06,652.21,2199.27
2000,Alaska,0.05,31969.75,869.84,722.96,1592.80
2000,Arizona,0.09,28545.69,1789.48,707.54,2497.02
2000,Arkansas,0.09,23174.53,1571.49,565.57,2137.06
2000,California,0.11,35984.29,3007.15,773.85,3781.00
2000,Colorado,0.09,36933.34,2309.83,919.14,3228.97
2000,Connecticut,0.11,46506.51,3694.82,1473.54,5168.36
2000,Delaware,0.09,33639.84,1792.95,1072.74,2865.69
2000,District of Columbia,0.11,40185.49,3313.50,1260.80,4574.30
2000,Florida,0.09,32266.83,1907.79,825.20,2732.99
2000,Georgia,0.09,30256.97,2066.04,720.46,2786.50
2000,Hawaii,0.10,30553.21,2295.65,700.89,2996.54
2000,Idaho,0.10,26673.05,1944.42,746.79,2691.21
2000,Illinois,0.09,35222.06,2422.60,845.54,3268.14
2000,Indiana,0.08,28842.81,1694.27,684.25,2378.52
2000,Iowa,0.09,27976.57,1899.49,722.47,2621.96
2000,Kansas,0.09,29503.47,1940.16,847.38,2787.54
2000,Kentucky,0.10,25066.69,1850.16,612.32,2462.48
2000,Louisiana,0.08,23728.33,1413.24,560.26,1973.50
2000,Maine,0.11,28556.04,2342.75,732.55,3075.30
2000,Maryland,0.10,37002.52,2859.29,1002.88,3862.17
2000,Massachusetts,0.10,41495.67,3009.63,1095.27,4104.90
2000,Michigan,0.10,31621.29,2296.55,698.66,2995.21
2000,Minnesota,0.10,34007.82,2663.38,796.08,3459.46
2000,Mississippi,0.09,21795.61,1427.95,533.62,1961.57
2000,Missouri,0.09,28696.01,1896.23,739.49,2635.72
2000,Montana,0.09,24384.43,1448.88,688.54,2137.42
2000,Nebraska,0.10,29941.45,2041.39,791.29,2832.68
2000,Nevada,0.07,35245.70,1536.70,969.79,2506.49
2000,New Hampshire,0.08,37204.69,1572.86,1249.02,2821.88
2000,New Jersey,0.11,41441.31,3215.55,1281.88,4497.43
2000,New Mexico,0.10,24013.38,1741.41,611.89,2353.30
2000,New York,0.12,37038.50,3441.02,846.77,4287.79
2000,North Carolina,0.10,28745.88,2054.55,689.51,2744.06
2000,North Dakota,0.09,25450.93,1680.45,682.51,2362.96
2000,Ohio,0.10,29790.11,2332.74,663.50,2996.24
2000,Oklahoma,0.10,24791.10,1745.09,618.42,2363.51
2000,Oregon,0.10,30307.77,2257.07,758.22,3015.29
2000,Pennsylvania,0.10,31258.62,2280.40,775.99,3056.39
2000,Rhode Island,0.11,31698.30,2487.52,967.88,3455.40
2000,South Carolina,0.09,25901.91,1657.13,662.58,2319.71
2000,South Dakota,0.07,27896.70,1209.00,772.60,1981.60
2000,Tennessee,0.07,28260.69,1286.90,671.23,1958.13
2000,Texas,0.07,29981.34,1580.60,623.00,2203.60
2000,Utah,0.10,26717.30,2037.96,690.06,2728.02
2000,Vermont,0.10,30227.48,2131.16,880.14,3011.30
2000,Virginia,0.10,34185.83,2426.18,880.07,3306.25
2000,Washington,0.09,37028.59,2263.44,892.17,3155.61
2000,West Virginia,0.10,22044.27,1568.48,544.72,2113.20
2000,Wisconsin,0.11,31187.89,2791.88,747.13,3539.01
2000,Wyoming,0.07,32398.77,1058.20,1069.60,2127.80
1999,Alabama,0.09,24210.74,1471.65,633.33,2104.98
1999,Alaska,0.05,30457.54,845.48,704.12,1549.60
1999,Arizona,0.09,27056.01,1687.31,685.86,2373.17
1999,Arkansas,0.09,22342.08,1504.20,554.65,2058.85
1999,California,0.10,32713.18,2656.24,712.07,3368.31
1999,Colorado,0.09,34082.84,2171.80,858.35,3030.15
1999,Connecticut,0.11,43122.07,3527.21,1364.43,4891.64
1999,Delaware,0.09,31743.20,1767.51,1056.29,2823.80
1999,District of Columbia,0.12,36247.38,3084.52,1170.36,4254.88
1999,Florida,0.09,30677.16,1856.62,801.02,2657.64
1999,Georgia,0.09,28717.46,1935.16,695.60,2630.76
1999,Hawaii,0.10,28674.24,2227.73,665.30,2893.03
1999,Idaho,0.10,25087.14,1830.89,711.31,2542.20
1999,Illinois,0.09,33307.30,2302.35,807.87,3110.22
1999,Indiana,0.08,27512.50,1634.43,662.12,2296.55
1999,Iowa,0.09,26832.93,1803.24,696.21,2499.45
1999,Kansas,0.10,28240.64,1867.45,828.72,2696.17
1999,Kentucky,0.10,23750.46,1778.94,587.64,2366.58
1999,Louisiana,0.08,22789.66,1372.38,546.01,1918.39
1999,Maine,0.11,26716.78,2248.25,691.69,2939.94
1999,Maryland,0.10,34504.67,2626.14,945.78,3571.92
1999,Massachusetts,0.10,37063.40,2798.92,986.10,3785.02
1999,Michigan,0.10,29799.68,2191.59,675.01,2866.60
1999,Minnesota,0.10,31931.19,2555.83,759.42,3315.25
1999,Mississippi,0.09,20910.27,1402.18,520.05,1922.23
1999,Missouri,0.10,27305.91,1873.30,715.89,2589.19
1999,Montana,0.09,23442.66,1406.20,664.83,2071.03
1999,Nebraska,0.09,28487.58,1897.67,761.99,2659.66
1999,Nevada,0.07,33503.35,1449.09,938.22,2387.31
1999,New Hampshire,0.08,34177.56,1531.95,1152.65,2684.60
1999,New Jersey,0.11,38712.17,3131.94,1192.78,4324.72
1999,New Mexico,0.10,23106.98,1683.70,603.48,2287.18
1999,New York,0.12,34835.28,3284.17,801.84,4086.01
1999,North Carolina,0.10,27492.08,1987.88,673.31,2661.19
1999,North Dakota,0.09,24117.99,1594.65,650.70,2245.35
1999,Ohio,0.10,28398.50,2171.60,648.67,2820.27
1999,Oklahoma,0.10,23353.18,1694.64,589.51,2284.15
1999,Oregon,0.10,28517.98,2083.67,728.78,2812.45
1999,Pennsylvania,0.10,29505.86,2193.28,743.84,2937.12
1999,Rhode Island,0.11,29590.65,2359.10,907.84,3266.94
1999,South Carolina,0.09,24646.56,1586.44,639.34,2225.78
1999,South Dakota,0.07,26217.38,1164.13,723.38,1887.51
1999,Tennessee,0.07,27208.06,1256.81,656.25,1913.06
1999,Texas,0.08,28278.16,1530.73,597.30,2128.03
1999,Utah,0.10,25233.44,1924.76,658.56,2583.32
1999,Vermont,0.10,28158.32,2020.18,828.88,2849.06
1999,Virginia,0.10,32123.37,2289.22,840.98,3130.20
1999,Washington,0.09,34370.68,2192.62,843.35,3035.97
1999,West Virginia,0.10,21006.14,1517.12,525.30,2042.42
1999,Wisconsin,0.11,29601.12,2608.04,721.74,3329.78
1999,Wyoming,0.06,29814.48,927.16,983.12,1910.28
1998,Alabama,0.09,22784.91,1401.82,604.61,2006.43
1998,Alaska,0.05,29402.86,826.16,715.41,1541.57
1998,Arizona,0.09,25292.39,1566.79,669.68,2236.47
1998,Arkansas,0.09,21179.06,1440.24,546.22,1986.46
1998,California,0.11,30239.07,2522.24,672.52,3194.76
1998,Colorado,0.09,31158.98,2012.00,818.22,2830.22
1998,Connecticut,0.12,40404.34,3447.57,1307.65,4755.22
1998,Delaware,0.09,29544.56,1759.56,1011.24,2770.80
1998,District of Columbia,0.12,34577.86,2982.64,1155.67,4138.31
1998,Florida,0.09,28895.23,1786.58,783.72,2570.30
1998,Georgia,0.09,26566.85,1822.22,673.11,2495.33
1998,Hawaii,0.11,27862.24,2258.57,665.47,2924.04
1998,Idaho,0.10,23544.50,1735.50,690.20,2425.70
1998,Illinois,0.09,31406.62,2174.53,787.55,2962.08
1998,Indiana,0.09,25806.26,1549.04,647.09,2196.13
1998,Iowa,0.10,25587.03,1792.97,692.26,2485.23
1998,Kansas,0.10,26865.56,1891.73,814.65,2706.38
1998,Kentucky,0.10,22436.93,1715.65,575.75,2291.40
1998,Louisiana,0.08,22041.60,1276.96,550.26,1827.22
1998,Maine,0.12,25055.95,2208.04,671.33,2879.37
1998,Maryland,0.11,32226.34,2567.66,917.44,3485.10
1998,Massachusetts,0.11,34315.34,2734.16,943.83,3677.99
1998,Michigan,0.10,28193.33,2089.37,665.54,2754.91
1998,Minnesota,0.11,29895.17,2438.79,736.47,3175.26
1998,Mississippi,0.09,19898.98,1301.21,508.18,1809.39
1998,Missouri,0.10,25954.80,1783.54,708.60,2492.14
1998,Montana,0.09,22080.87,1396.18,651.56,2047.74
1998,Nebraska,0.10,26796.78,1870.27,740.50,2610.77
1998,Nevada,0.07,31639.56,1396.46,912.15,2308.61
1998,New Hampshire,0.08,31750.80,1448.38,1119.89,2568.27
1998,New Jersey,0.11,36470.48,2998.36,1150.19,4148.55
1998,New Mexico,0.10,22169.28,1663.81,600.52,2264.33
1998,New York,0.12,32913.77,3136.39,781.26,3917.65
1998,North Carolina,0.10,25891.89,1910.79,656.53,2567.32
1998,North Dakota,0.10,22789.03,1554.55,645.03,2199.58
1998,Ohio,0.10,26926.29,2070.51,640.54,2711.05
1998,Oklahoma,0.10,22250.55,1604.09,582.62,2186.71
1998,Oregon,0.10,27305.98,2034.08,722.23,2756.31
1998,Pennsylvania,0.10,27889.05,2102.14,728.77,2830.91
1998,Rhode Island,0.12,27877.01,2296.99,895.80,3192.79
1998,South Carolina,0.09,23120.04,1488.83,613.99,2102.82
1998,South Dakota,0.08,24462.00,1145.39,695.31,1840.70
1998,Tennessee,0.07,25349.84,1219.40,630.70,1850.10
1998,Texas,0.08,26485.39,1455.58,580.89,2036.47
1998,Utah,0.10,23740.20,1835.58,645.17,2480.75
1998,Vermont,0.11,26397.43,1959.61,801.90,2761.51
1998,Virginia,0.10,29852.56,2142.50,816.30,2958.80
1998,Washington,0.09,31565.44,2121.45,800.24,2921.69
1998,West Virginia,0.10,20082.68,1378.90,522.51,1901.41
1998,Wisconsin,0.12,27970.34,2517.46,706.11,3223.57
1998,Wyoming,0.07,27500.88,870.14,917.81,1787.95
1997,Alabama,0.09,21375.28,1352.11,581.14,1933.25
1997,Alaska,0.05,27769.57,776.99,703.70,1480.69
1997,Arizona,0.09,23514.29,1510.53,640.87,2151.40
1997,Arkansas,0.10,19935.51,1374.40,527.07,1901.47
1997,California,0.11,27978.24,2325.33,638.76,2964.09
1997,Colorado,0.09,28701.32,1903.81,774.81,2678.62
1997,Connecticut,0.12,37220.09,3276.63,1218.96,4495.59
1997,Delaware,0.09,27795.78,1634.57,976.44,2611.01
1997,District of Columbia,0.12,31812.52,2705.24,1080.23,3785.47
1997,Florida,0.09,26890.26,1714.57,746.18,2460.75
1997,Georgia,0.10,24841.16,1737.83,646.45,2384.28
1997,Hawaii,0.11,26863.32,2201.83,660.65,2862.48
1997,Idaho,0.11,22271.11,1664.56,672.38,2336.94
1997,Illinois,0.10,29372.24,2086.18,755.27,2841.45
1997,Indiana,0.09,24100.24,1576.16,621.86,2198.02
1997,Iowa,0.10,24149.23,1730.35,670.26,2400.61
1997,Kansas,0.10,25017.65,1734.64,778.15,2512.79
1997,Kentucky,0.10,21102.95,1647.57,555.74,2203.31
1997,Louisiana,0.09,20713.85,1248.30,534.33,1782.63
1997,Maine,0.11,23306.53,1957.17,644.09,2601.26
1997,Maryland,0.11,30127.09,2401.64,881.21,3282.85
1997,Massachusetts,0.11,31817.24,2550.67,892.89,3443.56
1997,Michigan,0.10,26418.11,1999.04,641.10,2640.14
1997,Minnesota,0.11,27745.85,2387.29,706.67,3093.96
1997,Mississippi,0.09,18692.99,1245.01,491.26,1736.27
1997,Missouri,0.10,24438.72,1689.96,684.97,2374.93
1997,Montana,0.09,20612.61,1322.88,624.27,1947.15
1997,Nebraska,0.10,25237.21,1859.39,710.20,2569.59
1997,Nevada,0.08,30026.64,1403.27,879.71,2282.98
1997,New Hampshire,0.09,29376.86,1450.37,1057.06,2507.43
1997,New Jersey,0.11,33913.67,2733.46,1092.44,3825.90
1997,New Mexico,0.10,20945.90,1566.66,587.67,2154.33
1997,New York,0.12,30719.37,3001.06,744.66,3745.72
1997,North Carolina,0.10,24273.10,1778.42,633.38,2411.80
1997,North Dakota,0.10,21489.18,1505.67,624.56,2130.23
1997,Ohio,0.10,25176.23,1960.29,618.06,2578.35
1997,Oklahoma,0.10,20866.04,1516.70,566.74,2083.44
1997,Oregon,0.11,25795.44,2028.11,705.06,2733.17
1997,Pennsylvania,0.10,26050.43,1992.28,701.62,2693.90
1997,Rhode Island,0.12,25979.71,2186.93,853.38,3040.31
1997,South Carolina,0.09,21741.60,1400.61,589.70,1990.31
1997,South Dakota,0.08,22879.18,1038.49,670.74,1709.23
1997,Tennessee,0.08,23522.58,1163.22,604.97,1768.19
1997,Texas,0.08,24252.13,1394.11,549.21,1943.32
1997,Utah,0.10,22267.19,1677.81,629.98,2307.79
1997,Vermont,0.11,24471.08,1836.93,762.66,2599.59
1997,Virginia,0.10,27851.25,1999.66,789.14,2788.80
1997,Washington,0.10,29068.03,2071.38,759.38,2830.76
1997,West Virginia,0.10,19112.70,1318.54,510.55,1829.09
1997,Wisconsin,0.12,26082.44,2377.86,678.81,3056.67
1997,Wyoming,0.07,25003.60,800.23,846.75,1646.98
1996,Alabama,0.09,20342.23,1303.32,561.79,1865.11
1996,Alaska,0.06,26505.39,787.68,685.76,1473.44
1996,Arizona,0.10,22153.86,1526.41,610.70,2137.11
1996,Arkansas,0.10,19035.10,1334.72,508.91,1843.63
1996,California,0.11,26208.77,2229.56,606.16,2835.72
1996,Colorado,0.09,26810.92,1781.74,737.82,2519.56
1996,Connecticut,0.12,34408.38,2976.81,1134.54,4111.35
1996,Delaware,0.09,26201.68,1542.42,906.28,2448.70
1996,District of Columbia,0.12,29075.55,2443.04,1004.00,3447.04
1996,Florida,0.09,25315.13,1643.67,711.68,2355.35
1996,Georgia,0.10,23400.28,1684.14,618.67,2302.81
1996,Hawaii,0.11,26205.84,2201.23,663.34,2864.57
1996,Idaho,0.10,21532.00,1581.54,659.38,2240.92
1996,Illinois,0.10,27550.79,2026.86,718.74,2745.60
1996,Indiana,0.09,22630.03,1435.89,598.68,2034.57
1996,Iowa,0.10,22746.66,1679.34,640.07,2319.41
1996,Kansas,0.10,23352.91,1661.12,734.33,2395.45
1996,Kentucky,0.11,19844.37,1591.38,530.36,2121.74
1996,Louisiana,0.08,19468.13,1068.03,509.49,1577.52
1996,Maine,0.11,21753.08,1810.86,611.84,2422.70
1996,Maryland,0.11,28372.05,2310.73,842.37,3153.10
1996,Massachusetts,0.11,29544.35,2431.44,841.71,3273.15
1996,Michigan,0.10,24833.53,1883.93,613.61,2497.54
1996,Minnesota,0.11,25977.15,2206.80,674.66,2881.46
1996,Mississippi,0.10,17762.41,1217.29,468.87,1686.16
1996,Missouri,0.10,22883.13,1580.44,654.29,2234.73
1996,Montana,0.09,19550.80,1205.67,599.75,1805.42
1996,Nebraska,0.10,23974.66,1727.28,685.36,2412.64
1996,Nevada,0.08,28217.30,1368.96,838.92,2207.88
1996,New Hampshire,0.09,27246.31,1384.21,991.78,2375.99
1996,New Jersey,0.12,31850.31,2762.39,1049.00,3811.39
1996,New Mexico,0.10,20022.89,1488.27,567.97,2056.24
1996,New York,0.13,28733.71,2911.63,705.00,3616.63
1996,North Carolina,0.10,22801.86,1684.89,602.23,2287.12
1996,North Dakota,0.10,20530.57,1422.83,604.21,2027.04
1996,Ohio,0.11,23651.14,1899.19,590.13,2489.32
1996,Oklahoma,0.10,19644.44,1430.52,543.87,1974.39
1996,Oregon,0.11,24069.99,1858.29,675.09,2533.38
1996,Pennsylvania,0.11,24484.26,1894.33,672.93,2567.26
1996,Rhode Island,0.12,24492.99,2037.58,813.05,2850.63
1996,South Carolina,0.09,20446.49,1335.27,564.21,1899.48
1996,South Dakota,0.08,21616.53,1004.91,640.01,1644.92
1996,Tennessee,0.08,22226.45,1112.94,583.45,1696.39
1996,Texas,0.08,22532.23,1349.19,523.22,1872.41
1996,Utah,0.11,20740.47,1580.69,594.34,2175.03
1996,Vermont,0.11,23027.27,1714.39,731.18,2445.57
1996,Virginia,0.10,26192.14,1877.95,754.98,2632.93
1996,Washington,0.10,27014.20,2004.67,716.38,2721.05
1996,West Virginia,0.10,18134.63,1247.74,487.43,1735.17
1996,Wisconsin,0.12,24503.06,2310.83,646.11,2956.94
1996,Wyoming,0.07,23018.28,777.46,788.14,1565.60
1995,Alabama,0.09,19467.42,1247.09,558.67,1805.76
