Year,State,Burden Rate,Income per Capita,Taxes Paid to Own State Per Capita,Taxes Paid to Other States Per Capita,Total Taxes Paid Per Capita
1995,Alaska,0.06,25831.80,782.43,697.50,1479.93
1995,Arizona,0.10,20912.60,1500.43,604.60,2105.03
1995,Arkansas,0.10,18118.00,1230.08,507.58,1737.66
1995,California,0.11,24741.34,2101.34,596.92,2698.26
1995,Colorado,0.10,25213.97,1724.30,726.98,2451.28
1995,Connecticut,0.12,32426.23,2859.82,1117.88,3977.70
1995,Delaware,0.09,24925.05,1478.80,862.52,2341.32
1995,District of Columbia,0.12,28053.46,2254.01,1030.92,3284.93
1995,Florida,0.10,23830.43,1575.79,706.15,2281.94
1995,Georgia,0.10,21994.27,1592.31,610.23,2202.54
1995,Hawaii,0.11,25900.48,2065.61,697.41,2763.02
1995,Idaho,0.11,20445.18,1535.36,652.47,2187.83
1995,Illinois,0.10,25986.70,1948.97,703.79,2652.76
1995,Indiana,0.09,21732.76,1405.78,595.50,2001.28
1995,Iowa,0.11,21225.76,1689.90,622.70,2312.60
1995,Kansas,0.10,22310.38,1570.32,731.09,2301.41
1995,Kentucky,0.11,18936.68,1535.87,526.02,2061.89
1995,Louisiana,0.08,18465.23,1008.80,500.02,1508.82
1995,Maine,0.11,20698.98,1731.10,607.90,2339.00
1995,Maryland,0.12,27194.34,2269.24,844.98,3114.22
1995,Massachusetts,0.11,27632.94,2294.41,825.59,3120.00
1995,Michigan,0.10,23748.39,1807.27,611.96,2419.23
1995,Minnesota,0.11,24342.84,2081.97,658.05,2740.02
1995,Mississippi,0.10,16925.91,1150.45,466.06,1616.51
1995,Missouri,0.10,21822.52,1554.33,655.51,2209.84
1995,Montana,0.10,18970.01,1232.03,604.22,1836.25
1995,Nebraska,0.10,22204.94,1639.07,662.52,2301.59
1995,Nevada,0.08,26611.92,1320.94,828.51,2149.45
1995,New Hampshire,0.09,25803.15,1383.23,960.50,2343.73
1995,New Jersey,0.12,30059.94,2650.95,1046.65,3697.60
1995,New Mexico,0.10,19188.15,1409.28,565.10,1974.38
1995,New York,0.13,27114.29,2856.08,693.40,3549.48
1995,North Carolina,0.10,21662.56,1657.42,598.88,2256.30
1995,North Dakota,0.10,19271.72,1404.00,590.50,1994.50
1995,Ohio,0.11,22634.04,1824.68,589.48,2414.16
1995,Oklahoma,0.10,18880.07,1377.24,543.91,1921.15
1995,Oregon,0.11,22693.30,1865.63,662.21,2527.84
1995,Pennsylvania,0.11,23300.59,1839.67,667.21,2506.88
1995,Rhode Island,0.12,23354.48,1976.77,798.89,2775.66
1995,South Carolina,0.10,19420.26,1284.06,560.32,1844.38
1995,South Dakota,0.08,20169.53,978.41,626.57,1604.98
1995,Tennessee,0.08,21142.24,1059.03,579.41,1638.44
1995,Texas,0.09,21364.35,1320.78,522.49,1843.27
1995,Utah,0.11,19392.50,1526.01,573.06,2099.07
1995,Vermont,0.11,21871.98,1631.60,730.54,2362.14
1995,Virginia,0.10,25071.69,1850.11,759.23,2609.34
1995,Washington,0.10,25606.87,1933.13,709.36,2642.49
1995,West Virginia,0.10,17549.85,1219.41,487.94,1707.35
1995,Wisconsin,0.12,23377.75,2222.66,641.14,2863.80
1995,Wyoming,0.07,21975.45,682.41,782.45,1464.86
1994,Alabama,0.09,18323.61,1171.94,533.09,1705.03
1994,Alaska,0.06,24971.25,739.19,689.04,1428.23
1994,Arizona,0.10,19731.76,1431.33,587.72,2019.05
1994,Arkansas,0.10,17212.04,1160.21,491.16,1651.37
1994,California,0.11,23701.12,1979.48,586.91,2566.39
1994,Colorado,0.10,23820.29,1665.63,699.16,2364.79
1994,Connecticut,0.12,31068.84,2657.98,1096.74,3754.72
1994,Delaware,0.09,23984.04,1366.92,845.75,2212.67
1994,District of Columbia,0.12,27048.92,2233.77,1015.03,3248.80
1994,Florida,0.10,22740.80,1507.75,689.65,2197.40
1994,Georgia,0.10,20717.74,1526.88,585.95,2112.83
1994,Hawaii,0.11,25426.96,2147.28,703.87,2851.15
1994,Idaho,0.11,19512.71,1497.12,632.39,2129.51
1994,Illinois,0.10,24589.32,1855.36,678.37,2533.73
1994,Indiana,0.09,20595.34,1335.56,574.46,1910.02
1994,Iowa,0.11,19987.60,1591.87,600.38,2192.25
1994,Kansas,0.10,21426.81,1527.61,709.47,2237.08
1994,Kentucky,0.11,18031.24,1413.05,511.45,1924.50
1994,Louisiana,0.08,17489.44,947.90,481.61,1429.51
1994,Maine,0.11,19706.00,1649.65,584.48,2234.13
1994,Maryland,0.12,25990.52,2175.43,820.80,2996.23
1994,Massachusetts,0.11,26248.34,2189.41,799.45,2988.86
1994,Michigan,0.10,22259.35,1738.41,580.09,2318.50
1994,Minnesota,0.11,22837.09,1936.00,630.41,2566.41
1994,Mississippi,0.10,15954.56,1083.58,447.81,1531.39
1994,Missouri,0.10,20668.04,1370.32,643.51,2013.83
1994,Montana,0.10,18406.29,1172.93,595.49,1768.42
1994,Nebraska,0.11,21036.19,1574.50,641.02,2215.52
1994,Nevada,0.08,25432.17,1240.60,809.24,2049.84
1994,New Hampshire,0.09,24488.40,1322.87,924.33,2247.20
1994,New Jersey,0.13,28676.77,2589.63,1010.93,3600.56
1994,New Mexico,0.11,18234.83,1370.87,546.50,1917.37
1994,New York,0.13,26085.99,2760.81,668.74,3429.55
1994,North Carolina,0.11,20596.44,1591.75,580.52,2172.27
1994,North Dakota,0.10,18553.32,1303.31,580.47,1883.78
1994,Ohio,0.11,21464.63,1677.69,574.50,2252.19
1994,Oklahoma,0.10,18154.21,1288.19,529.82,1818.01
1994,Oregon,0.11,21493.60,1820.43,639.40,2459.83
1994,Pennsylvania,0.11,22243.94,1749.75,651.39,2401.14
1994,Rhode Island,0.12,22377.95,1871.13,777.20,2648.33
1994,South Carolina,0.10,18327.72,1200.78,540.08,1740.86
1994,South Dakota,0.08,19490.22,936.66,618.13,1554.79
1994,Tennessee,0.08,20018.57,1052.44,558.82,1611.26
1994,Texas,0.09,20392.23,1278.21,505.97,1784.18
1994,Utah,0.11,18192.26,1438.65,541.71,1980.36
1994,Vermont,0.11,20913.68,1676.26,703.12,2379.38
1994,Virginia,0.10,23953.15,1721.47,741.03,2462.50
1994,Washington,0.10,24540.26,1800.29,691.70,2491.99
1994,West Virginia,0.10,16781.45,1156.51,473.84,1630.35
1994,Wisconsin,0.13,22134.32,2138.45,620.01,2758.46
1994,Wyoming,0.07,21091.32,712.95,756.15,1469.10
1993,Alabama,0.09,17686.39,1142.57,518.79,1661.36
1993,Alaska,0.06,24184.57,736.26,670.55,1406.81
1993,Arizona,0.10,18890.64,1386.11,565.81,1951.92
1993,Arkansas,0.10,16484.61,1092.39,475.77,1568.16
1993,California,0.11,23304.20,1976.73,580.98,2557.71
1993,Colorado,0.10,22631.77,1570.14,671.70,2241.84
1993,Connecticut,0.12,29977.87,2561.20,1074.36,3635.56
1993,Delaware,0.09,23317.87,1317.29,836.24,2153.53
1993,District of Columbia,0.12,25845.96,2132.58,981.09,3113.67
1993,Florida,0.10,22017.86,1410.17,677.35,2087.52
1993,Georgia,0.10,19781.12,1436.34,566.62,2002.96
1993,Hawaii,0.11,25166.63,1993.06,710.25,2703.31
1993,Idaho,0.11,18580.22,1403.65,609.23,2012.88
1993,Illinois,0.10,23668.85,1759.38,663.84,2423.22
1993,Indiana,0.09,19545.67,1248.20,554.58,1802.78
1993,Iowa,0.11,19127.99,1535.54,586.43,2121.97
1993,Kansas,0.10,20412.07,1389.44,681.44,2070.88
1993,Kentucky,0.11,17319.60,1328.62,499.75,1828.37
1993,Louisiana,0.08,16748.81,913.81,464.78,1378.59
1993,Maine,0.12,18996.44,1618.64,574.59,2193.23
1993,Maryland,0.12,25122.55,2088.99,794.60,2883.59
1993,Massachusetts,0.11,25064.17,2061.03,781.34,2842.37
1993,Michigan,0.10,20853.08,1620.98,557.67,2178.65
1993,Minnesota,0.11,22065.49,1878.77,618.70,2497.47
1993,Mississippi,0.10,14938.10,991.90,426.25,1418.15
1993,Missouri,0.10,19770.76,1285.02,623.23,1908.25
1993,Montana,0.09,17714.16,1092.34,581.95,1674.29
1993,Nebraska,0.10,20155.06,1472.14,627.52,2099.66
1993,Nevada,0.08,24454.65,1203.56,779.20,1982.76
1993,New Hampshire,0.10,23570.17,1389.08,898.02,2287.10
1993,New Jersey,0.12,27830.89,2462.41,997.03,3459.44
1993,New Mexico,0.10,17409.74,1282.46,530.85,1813.31
1993,New York,0.13,25419.26,2641.00,659.57,3300.57
1993,North Carolina,0.10,19598.10,1486.33,561.71,2048.04
1993,North Dakota,0.10,17643.74,1221.11,567.01,1788.12
1993,Ohio,0.10,20491.08,1559.55,556.50,2116.05
1993,Oklahoma,0.10,17518.19,1234.52,519.91,1754.43
1993,Oregon,0.12,20481.43,1748.00,613.38,2361.38
1993,Pennsylvania,0.11,21509.54,1682.49,636.92,2319.41
1993,Rhode Island,0.12,21623.12,1800.83,767.80,2568.63
1993,South Carolina,0.10,17556.87,1160.92,521.99,1682.91
1993,South Dakota,0.08,18448.44,867.87,594.92,1462.79
1993,Tennessee,0.08,19133.89,1038.47,540.45,1578.92
1993,Texas,0.09,19711.71,1197.76,496.86,1694.62
1993,Utah,0.11,17305.01,1370.40,519.37,1889.77
1993,Vermont,0.11,20160.88,1599.65,696.49,2296.14
1993,Virginia,0.10,23077.72,1635.72,716.79,2352.51
1993,Washington,0.10,23736.52,1673.06,677.51,2350.57
1993,West Virginia,0.10,16303.18,1101.47,464.53,1566.00
1993,Wisconsin,0.12,21063.77,2004.05,599.67,2603.72
1993,Wyoming,0.07,20208.81,630.88,729.96,1360.84
1992,Alabama,0.09,16897.04,1053.71,494.30,1548.01
1992,Alaska,0.06,23522.40,739.82,647.11,1386.93
1992,Arizona,0.10,18263.65,1330.48,549.18,1879.66
1992,Arkansas,0.10,15660.11,1052.23,449.49,1501.72
1992,California,0.11,22796.08,1954.39,569.06,2523.45
1992,Colorado,0.10,21540.91,1528.78,638.70,2167.48
1992,Connecticut,0.12,28404.96,2388.22,1016.86,3405.08
1992,Delaware,0.09,22779.20,1290.46,812.62,2103.08
1992,District of Columbia,0.12,24524.95,2083.60,922.58,3006.18
1992,Florida,0.09,21099.73,1316.49,647.02,1963.51
1992,Georgia,0.10,18841.39,1330.20,538.77,1868.97
1992,Hawaii,0.11,24269.98,1956.23,683.98,2640.21
1992,Idaho,0.11,17496.86,1397.83,572.23,1970.06
1992,Illinois,0.10,22553.83,1671.20,633.00,2304.20
1992,Indiana,0.10,18547.60,1233.38,523.32,1756.70
1992,Iowa,0.11,18489.92,1435.03,568.63,2003.66
1992,Kansas,0.10,19529.56,1267.24,650.13,1917.37
1992,Kentucky,0.11,16648.18,1283.80,477.89,1761.69
1992,Louisiana,0.08,16071.44,880.76,441.54,1322.30
1992,Maine,0.12,18365.32,1552.21,559.32,2111.53
1992,Maryland,0.11,24217.71,1910.97,766.87,2677.84
1992,Massachusetts,0.11,24000.93,1994.72,747.59,2742.31
1992,Michigan,0.10,19911.80,1476.83,530.09,2006.92
1992,Minnesota,0.11,21114.61,1747.17,593.89,2341.06
1992,Mississippi,0.09,14129.99,847.12,402.77,1249.89
1992,Missouri,0.10,18982.66,1224.62,587.84,1812.46
1992,Montana,0.10,16972.23,1103.95,553.44,1657.39
1992,Nebraska,0.10,19491.18,1393.87,603.05,1996.92
1992,Nevada,0.08,23082.35,1073.29,729.58,1802.87
1992,New Hampshire,0.10,22708.31,1349.40,873.97,2223.37
1992,New Jersey,0.13,26722.30,2422.60,960.48,3383.08
1992,New Mexico,0.10,16640.00,1217.32,507.78,1725.10
1992,New York,0.13,24431.57,2540.51,636.54,3177.05
1992,North Carolina,0.10,18628.19,1396.57,529.63,1926.20
1992,North Dakota,0.10,16815.77,1094.61,543.55,1638.16
1992,Ohio,0.10,19628.20,1485.38,532.24,2017.62
1992,Oklahoma,0.10,16871.80,1131.86,499.81,1631.67
1992,Oregon,0.12,19551.76,1672.82,584.14,2256.96
1992,Pennsylvania,0.11,20666.54,1615.34,612.28,2227.62
1992,Rhode Island,0.12,20766.48,1746.80,738.52,2485.32
1992,South Carolina,0.09,16778.02,1082.80,498.61,1581.41
1992,South Dakota,0.08,17546.09,826.03,560.97,1387.00
1992,Tennessee,0.08,17994.72,934.03,509.54,1443.57
1992,Texas,0.09,18826.18,1140.19,476.51,1616.70
1992,Utah,0.11,16475.58,1285.71,494.93,1780.64
1992,Vermont,0.12,19308.78,1546.56,671.12,2217.68
1992,Virginia,0.10,22121.20,1573.75,683.36,2257.11
1992,Washington,0.10,22801.16,1583.49,653.62,2237.11
1992,West Virginia,0.10,15521.78,1054.01,442.90,1496.91
1992,Wisconsin,0.12,19966.60,1844.71,568.12,2412.83
1992,Wyoming,0.07,19396.66,624.58,690.35,1314.93
1991,Alabama,0.09,16120.72,1004.82,465.17,1469.99
1991,Alaska,0.06,23278.90,757.63,631.08,1388.71
1991,Arizona,0.10,17949.29,1336.64,535.45,1872.09
1991,Arkansas,0.09,14709.32,914.27,423.94,1338.21
1991,California,0.11,22426.39,1872.01,558.91,2430.92
1991,Colorado,0.10,20668.21,1461.85,604.71,2066.56
1991,Connecticut,0.11,27517.95,1982.03,971.59,2953.62
1991,Delaware,0.09,22000.85,1183.12,759.58,1942.70
1991,District of Columbia,0.12,23640.01,2039.04,864.87,2903.91
1991,Florida,0.09,20741.55,1256.64,626.69,1883.33
1991,Georgia,0.10,18203.45,1300.86,513.50,1814.36
1991,Hawaii,0.11,23663.33,1886.31,663.38,2549.69
1991,Idaho,0.11,16688.19,1252.97,535.41,1788.38
1991,Illinois,0.10,21859.13,1624.81,598.60,2223.41
1991,Indiana,0.09,17893.67,1158.18,500.86,1659.04
1991,Iowa,0.11,17796.31,1355.05,540.86,1895.91
1991,Kansas,0.10,18677.45,1244.63,614.05,1858.68
1991,Kentucky,0.11,15814.86,1258.92,446.29,1705.21
1991,Louisiana,0.08,15372.80,843.66,417.35,1261.01
1991,Maine,0.11,17865.18,1437.40,539.20,1976.60
1991,Maryland,0.11,23686.39,1872.97,734.94,2607.91
1991,Massachusetts,0.11,23298.01,1936.28,704.93,2641.21
1991,Michigan,0.10,19304.11,1471.78,508.09,1979.87
1991,Minnesota,0.11,20237.62,1666.46,561.49,2227.95
1991,Mississippi,0.09,13440.41,839.95,378.36,1218.31
1991,Missouri,0.10,18179.78,1174.88,553.07,1727.95
1991,Montana,0.09,16017.97,926.08,516.01,1442.09
1991,Nebraska,0.10,18798.03,1359.20,567.67,1926.87
1991,Nevada,0.08,22194.91,1016.61,683.46,1700.07
1991,New Hampshire,0.09,21760.54,1081.66,846.14,1927.80
1991,New Jersey,0.12,25887.35,2207.57,918.37,3125.94
1991,New Mexico,0.10,15970.82,1168.16,480.74,1648.90
1991,New York,0.13,24124.85,2418.45,616.10,3034.55
1991,North Carolina,0.10,17619.93,1273.87,497.39,1771.26
1991,North Dakota,0.10,16098.98,1116.08,511.41,1627.49
1991,Ohio,0.10,18928.12,1405.92,507.88,1913.80
1991,Oklahoma,0.10,16408.82,1155.13,479.49,1634.62
1991,Oregon,0.11,18915.75,1600.50,555.03,2155.53
1991,Pennsylvania,0.10,19895.44,1422.47,587.01,2009.48
1991,Rhode Island,0.11,20359.79,1599.99,709.31,2309.30
1991,South Carolina,0.10,16303.00,1083.76,475.26,1559.02
1991,South Dakota,0.08,16697.72,796.11,526.11,1322.22
1991,Tennessee,0.08,17059.61,833.23,482.34,1315.57
1991,Texas,0.09,18152.27,1082.06,456.24,1538.30
1991,Utah,0.11,15795.81,1203.24,468.53,1671.77
1991,Vermont,0.11,18591.85,1413.88,626.46,2040.34
1991,Virginia,0.10,21442.25,1536.86,646.16,2183.02
1991,Washington,0.10,21912.46,1524.45,619.32,2143.77
1991,West Virginia,0.10,14952.25,1033.81,423.12,1456.93
1991,Wisconsin,0.12,19120.31,1788.18,534.13,2322.31
1991,Wyoming,0.07,18659.14,582.17,645.90,1228.07
1990,Alabama,0.09,15447.47,969.21,446.51,1415.72
1990,Alaska,0.06,22633.91,725.43,611.82,1337.25
1990,Arizona,0.10,17561.74,1280.66,527.95,1808.61
1990,Arkansas,0.09,14157.41,866.00,406.65,1272.65
1990,California,0.11,21905.66,1825.65,548.93,2374.58
1990,Colorado,0.10,19894.66,1412.69,582.65,1995.34
1990,Connecticut,0.11,27421.22,1944.79,976.39,2921.18
1990,Delaware,0.09,21463.08,1162.17,742.23,1904.40
1990,District of Columbia,0.12,22379.77,1946.41,837.06,2783.47
1990,Florida,0.09,20565.57,1192.78,624.83,1817.61
1990,Georgia,0.10,17736.69,1290.38,499.76,1790.14
1990,Hawaii,0.10,22618.68,1678.74,637.27,2316.01
1990,Idaho,0.11,16077.61,1191.77,514.79,1706.56
1990,Illinois,0.10,21268.03,1591.31,580.07,2171.38
1990,Indiana,0.09,17321.33,1101.28,486.63,1587.91
1990,Iowa,0.11,17242.36,1305.75,519.31,1825.06
1990,Kansas,0.10,18030.81,1191.11,588.29,1779.40
1990,Kentucky,0.10,15193.77,1071.44,430.00,1501.44
1990,Louisiana,0.08,14574.72,793.26,397.71,1190.97
1990,Maine,0.11,17738.81,1420.49,533.47,1953.96
1990,Maryland,0.11,23164.53,1877.09,711.39,2588.48
1990,Massachusetts,0.11,23043.84,1828.02,688.24,2516.26
1990,Michigan,0.10,18946.57,1427.47,497.29,1924.76
1990,Minnesota,0.11,19707.80,1626.51,544.09,2170.60
1990,Mississippi,0.09,12942.34,815.90,366.31,1182.21
1990,Missouri,0.10,17692.86,1144.52,533.16,1677.68
1990,Montana,0.10,15419.25,993.89,492.98,1486.87
1990,Nebraska,0.10,18007.50,1243.44,540.03,1783.47
1990,Nevada,0.08,21518.58,1030.60,659.50,1690.10
1990,New Hampshire,0.08,21754.42,952.60,839.77,1792.37
1990,New Jersey,0.11,25386.60,1985.21,913.48,2898.69
1990,New Mexico,0.10,15182.30,1124.16,456.25,1580.41
1990,New York,0.13,23650.99,2364.80,604.07,2968.87
1990,North Carolina,0.10,17436.07,1263.52,491.85,1755.37
1990,North Dakota,0.10,15126.74,1026.67,479.60,1506.27
1990,Ohio,0.10,18442.94,1367.54,493.20,1860.74
1990,Oklahoma,0.10,15847.92,1071.40,459.47,1530.87
1990,Oregon,0.11,18273.59,1527.88,538.19,2066.07
1990,Pennsylvania,0.10,19316.37,1395.29,565.88,1961.17
1990,Rhode Island,0.11,20353.92,1521.78,708.33,2230.11
1990,South Carolina,0.10,15800.81,1090.98,460.83,1551.81
1990,South Dakota,0.08,15732.89,766.93,493.36,1260.29
1990,Tennessee,0.08,16507.33,823.57,463.18,1286.75
1990,Texas,0.08,17464.61,1016.95,443.75,1460.70
1990,Utah,0.11,14997.59,1171.89,442.70,1614.59
1990,Vermont,0.11,18588.11,1352.35,624.15,1976.50
1990,Virginia,0.10,20913.51,1478.78,629.21,2107.99
1990,Washington,0.10,20834.56,1424.83,590.06,2014.89
1990,West Virginia,0.10,14265.36,967.35,403.10,1370.45
1990,Wisconsin,0.12,18461.89,1667.32,516.18,2183.50
1990,Wyoming,0.07,17696.91,564.01,609.54,1173.55
1989,Alabama,0.09,14665.04,910.97,426.72,1337.69
1989,Alaska,0.06,21024.66,696.57,571.24,1267.81
1989,Arizona,0.10,17213.06,1200.86,520.45,1721.31
1989,Arkansas,0.09,13537.46,836.35,393.58,1229.93
1989,California,0.11,21162.76,1705.80,539.73,2245.53
1989,Colorado,0.10,18956.93,1316.87,558.17,1875.04
1989,Connecticut,0.10,26579.58,1755.01,949.08,2704.09
1989,Delaware,0.09,20507.76,1118.50,709.28,1827.78
1989,District of Columbia,0.12,21477.61,1828.79,805.14,2633.93
1989,Florida,0.09,19796.11,1115.26,603.61,1718.87
1989,Georgia,0.10,16969.08,1174.89,485.88,1660.77
1989,Hawaii,0.11,20767.45,1630.14,595.27,2225.41
1989,Idaho,0.11,14933.47,1097.30,482.35,1579.65
1989,Illinois,0.10,20355.41,1436.28,566.67,2002.95
1989,Indiana,0.09,16729.30,1073.67,469.53,1543.20
1989,Iowa,0.11,16287.19,1244.31,498.10,1742.41
1989,Kansas,0.10,17368.64,1123.19,577.97,1701.16
1989,Kentucky,0.10,14504.98,1007.26,415.77,1423.03
1989,Louisiana,0.08,13736.40,747.27,377.65,1124.92
1989,Maine,0.11,17329.52,1395.51,524.57,1920.08
1989,Maryland,0.11,22426.89,1777.92,696.60,2474.52
1989,Massachusetts,0.11,22761.35,1697.65,685.04,2382.69
1989,Michigan,0.10,18208.97,1368.30,481.36,1849.66
1989,Minnesota,0.11,18669.53,1514.50,520.36,2034.86
1989,Mississippi,0.09,12301.79,772.29,351.14,1123.43
1989,Missouri,0.09,17066.61,1085.49,520.46,1605.95
1989,Montana,0.10,14436.93,903.42,468.21,1371.63
1989,Nebraska,0.10,17074.23,1177.73,521.40,1699.13
1989,Nevada,0.08,20713.29,937.29,644.55,1581.84
1989,New Hampshire,0.08,21761.59,899.33,829.50,1728.83
1989,New Jersey,0.11,24500.67,1903.16,883.81,2786.97
1989,New Mexico,0.10,14487.80,1056.05,442.81,1498.86
1989,New York,0.12,22358.99,2203.06,579.47,2782.53
1989,North Carolina,0.10,16650.09,1161.09,476.98,1638.07
1989,North Dakota,0.11,13687.06,1001.99,441.29,1443.28
1989,Ohio,0.10,17684.86,1283.16,475.46,1758.62
1989,Oklahoma,0.10,15087.99,1011.55,441.28,1452.83
1989,Oregon,0.11,17230.28,1445.72,510.91,1956.63
1989,Pennsylvania,0.10,18281.52,1316.55,541.05,1857.60
1989,Rhode Island,0.11,19704.91,1397.66,685.72,2083.38
1989,South Carolina,0.10,15087.04,1010.84,442.47,1453.31
1989,South Dakota,0.08,14517.07,717.08,462.93,1180.01
1989,Tennessee,0.08,15896.26,779.21,452.07,1231.28
1989,Texas,0.08,16713.52,959.88,433.43,1393.31
1989,Utah,0.11,14207.53,1090.30,422.83,1513.13
1989,Vermont,0.10,18037.44,1239.79,608.98,1848.77
1989,Virginia,0.10,20234.63,1435.58,617.47,2053.05
1989,Washington,0.09,19532.44,1285.70,559.10,1844.80
1989,West Virginia,0.09,13484.20,830.10,384.30,1214.40
1989,Wisconsin,0.12,17670.52,1614.13,499.67,2113.80
1989,Wyoming,0.07,16143.45,532.38,558.54,1090.92
1988,Alabama,0.09,13545.85,842.84,399.38,1242.22
1988,Alaska,0.06,19581.55,666.05,545.10,1211.15
1988,Arizona,0.10,16403.01,1125.28,507.84,1633.12
1988,Arkansas,0.09,12657.46,763.10,375.41,1138.51
1988,California,0.11,19972.80,1573.10,515.96,2089.06
1988,Colorado,0.10,17626.05,1227.85,526.67,1754.52
1988,Connecticut,0.10,24580.67,1621.25,891.30,2512.55
1988,Delaware,0.09,18770.15,1020.55,660.09,1680.64
1988,District of Columbia,0.13,19456.67,1706.80,730.87,2437.67
1988,Florida,0.09,18380.58,1041.80,569.11,1610.91
1988,Georgia,0.10,15873.30,1075.43,460.72,1536.15
1988,Hawaii,0.11,18850.69,1504.89,552.56,2057.45
1988,Idaho,0.10,13609.80,969.65,451.39,1421.04
1988,Illinois,0.10,18916.47,1372.16,538.16,1910.32
1988,Indiana,0.09,15354.60,966.63,441.63,1408.26
1988,Iowa,0.11,15338.29,1169.52,482.90,1652.42
1988,Kansas,0.10,16425.11,1098.40,556.89,1655.29
1988,Kentucky,0.10,13302.27,919.78,389.64,1309.42
1988,Louisiana,0.08,12759.45,702.67,356.26,1058.93
1988,Maine,0.12,15869.15,1327.72,495.95,1823.67
1988,Maryland,0.11,20803.99,1687.69,658.80,2346.49
1988,Massachusetts,0.11,21269.31,1592.82,655.84,2248.66
1988,Michigan,0.10,16916.65,1288.64,456.02,1744.66
1988,Minnesota,0.11,17497.86,1487.82,500.22,1988.04
1988,Mississippi,0.09,11324.62,715.93,328.21,1044.14
1988,Missouri,0.10,15950.92,1020.75,500.17,1520.92
1988,Montana,0.10,13291.61,867.44,442.71,1310.15
1988,Nebraska,0.10,15874.00,1095.48,497.93,1593.41
1988,Nevada,0.08,19235.08,859.23,615.16,1474.39
1988,New Hampshire,0.08,20588.81,814.82,798.74,1613.56
1988,New Jersey,0.11,22804.45,1743.02,836.09,2579.11
1988,New Mexico,0.10,13708.14,980.17,429.65,1409.82
1988,New York,0.13,20672.51,2078.17,537.17,2615.34
1988,North Carolina,0.10,15320.47,1103.84,443.93,1547.77
1988,North Dakota,0.11,13157.99,972.69,434.77,1407.46
1988,Ohio,0.10,16334.48,1190.78,448.41,1639.19
1988,Oklahoma,0.10,14055.40,952.65,420.12,1372.77
1988,Oregon,0.11,15821.81,1256.67,476.63,1733.30
1988,Pennsylvania,0.10,17222.91,1230.96,516.74,1747.70
1988,Rhode Island,0.11,18105.45,1353.13,638.83,1991.96
1988,South Carolina,0.10,13923.94,939.85,416.34,1356.19
1988,South Dakota,0.09,13657.98,710.68,445.83,1156.51
1988,Tennessee,0.08,14799.99,738.06,427.99,1166.05
1988,Texas,0.08,15599.37,896.11,413.55,1309.66
1988,Utah,0.11,13275.30,1092.30,406.59,1498.89
1988,Vermont,0.11,16627.63,1231.66,569.23,1800.89
1988,Virginia,0.10,18802.37,1319.26,585.55,1904.81
1988,Washington,0.10,18054.86,1199.19,524.86,1724.05
1988,West Virginia,0.09,12389.90,753.76,361.47,1115.23
1988,Wisconsin,0.12,16486.32,1520.00,477.13,1997.13
1988,Wyoming,0.07,14725.12,529.36,520.53,1049.89
1987,Alabama,0.09,12700.61,798.90,373.47,1172.37
1987,Alaska,0.06,19579.90,647.87,549.42,1197.29
1987,Arizona,0.10,15738.82,1070.34,492.46,1562.80
1987,Arkansas,0.09,12003.71,713.95,359.63,1073.58
1987,California,0.11,18937.84,1549.17,494.43,2043.60
1987,Colorado,0.10,16852.19,1174.53,505.06,1679.59
1987,Connecticut,0.11,22667.22,1550.47,828.65,2379.12
1987,Delaware,0.09,17664.99,1031.50,623.42,1654.92
1987,District of Columbia,0.12,17907.19,1516.01,685.15,2201.16
1987,Florida,0.09,17282.14,925.93,542.53,1468.46
1987,Georgia,0.10,14876.90,987.61,432.04,1419.65
1987,Hawaii,0.10,17493.99,1265.45,523.82,1789.27
1987,Idaho,0.11,12655.10,904.42,425.76,1330.18
1987,Illinois,0.10,17627.42,1257.65,509.48,1767.13
1987,Indiana,0.09,14400.34,857.32,417.85,1275.17
1987,Iowa,0.11,14573.37,1073.82,466.50,1540.32
1987,Kansas,0.10,15693.81,973.92,531.53,1505.45
1987,Kentucky,0.10,12276.28,866.75,363.62,1230.37
1987,Louisiana,0.08,12184.04,644.59,341.71,986.30
1987,Maine,0.11,14791.25,1172.27,464.74,1637.01
1987,Maryland,0.11,19451.47,1533.50,621.05,2154.55
1987,Massachusetts,0.11,19577.54,1531.50,605.84,2137.34
1987,Michigan,0.10,16240.71,1235.38,438.91,1674.29
1987,Minnesota,0.11,16607.00,1335.31,481.49,1816.80
1987,Mississippi,0.09,10598.64,647.46,309.38,956.84
1987,Missouri,0.09,15167.43,917.65,477.51,1395.16
1987,Montana,0.09,12876.58,753.62,432.90,1186.52
1987,Nebraska,0.10,15009.65,1009.35,476.56,1485.91
1987,Nevada,0.08,17970.48,843.01,577.46,1420.47
1987,New Hampshire,0.08,19102.42,779.46,754.98,1534.44
1987,New Jersey,0.12,20970.90,1668.72,778.39,2447.11
1987,New Mexico,0.10,13067.93,845.86,412.57,1258.43
1987,New York,0.13,19111.67,1945.81,500.55,2446.36
1987,North Carolina,0.10,14260.62,1023.43,415.35,1438.78
1987,North Dakota,0.10,13234.26,825.32,441.10,1266.42
1987,Ohio,0.10,15475.16,1113.47,429.22,1542.69
1987,Oklahoma,0.09,13494.89,793.94,408.01,1201.95
1987,Oregon,0.12,14931.21,1285.15,454.99,1740.14
1987,Pennsylvania,0.11,15622.66,1168.62,477.47,1646.09
